Tarix,Vaxt (Bakı),Coin,İstiqamət,Təklif Olunan Miqdar,Qiymət,Təklif Olunan Ölçü (USD),Gözlənilən Hədəf,Gözlənilən Dəyişim (%),Status,Qeyd
2026-08-25,08:04:21,BTCUSDT,,,80452.15,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 19.15% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 90.00-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,08:04:21,ETHUSDT,,,2498.92,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 23.18% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 74.83-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,08:50:00,BTCUSDT,,,80299.99,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 18.93% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 90.00-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,08:50:00,ETHUSDT,,,2494.35,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 22.96% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 74.83-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,09:21:21,BTCUSDT,,,80498.37,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 19.22% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 90.00-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,09:21:22,ETHUSDT,,,2503.59,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 23.41% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 74.83-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,09:55:05,BTCUSDT,,,80676.55,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 19.48% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 90.00-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,09:55:06,ETHUSDT,,,2508.35,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 23.64% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 74.83-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,11:04:08,BTCUSDT,,,80737.53,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 19.57% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 90.00-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,11:04:09,ETHUSDT,,,2507.98,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 23.62% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 74.83-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,11:54:34,BTCUSDT,,,79802.75,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 18.20% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 90.00-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,11:54:34,ETHUSDT,,,2483.56,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 22.44% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 74.83-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,12:54:40,BTCUSDT,,,79899.59,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 18.13% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 60.59-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,12:54:40,ETHUSDT,,,2481.78,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 22.08% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 46.56-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,13:47:06,BTCUSDT,,,79625.83,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 17.73% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 60.59-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,13:47:07,ETHUSDT,,,2483.23,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 22.15% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 46.56-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,14:16:24,BTCUSDT,,,79322.01,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 17.29% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 60.59-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,14:16:25,ETHUSDT,,,2477.62,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 21.88% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 46.56-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,14:54:44,BTCUSDT,,,79387.53,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 17.38% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 60.59-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,14:54:45,ETHUSDT,,,2484.39,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 22.21% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 46.56-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,15:37:34,BTCUSDT,,,79421.81,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 17.43% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 60.59-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,15:37:35,ETHUSDT,,,2484.26,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 22.20% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 46.56-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,16:17:36,BTCUSDT,,,79034.00,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 16.67% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 44.28-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,16:17:36,ETHUSDT,,,2475.56,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 21.52% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 45.26-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,17:16:37,BTCUSDT,,,78724.37,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 16.22% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 44.28-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,17:16:37,ETHUSDT,,,2464.80,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 21.00% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 45.26-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,18:09:19,BTCUSDT,,,78886.01,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 16.45% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 44.28-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,18:09:19,ETHUSDT,,,2466.00,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 21.06% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 45.26-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,19:09:50,BTCUSDT,,,79282.00,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 17.03% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 44.28-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,19:09:50,ETHUSDT,,,2472.88,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 21.39% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 45.26-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,20:04:25,BTCUSDT,,,79516.38,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 17.17% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 55.91-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,20:04:25,ETHUSDT,,,2483.57,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 21.65% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 54.45-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,20:51:35,BTCUSDT,,,79230.50,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 16.76% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 55.91-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,20:51:36,ETHUSDT,,,2475.62,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 21.26% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 54.45-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,21:23:06,BTCUSDT,,,78868.01,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 16.23% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 55.91-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,21:23:07,ETHUSDT,,,2461.21,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 20.57% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 54.45-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,22:00:31,BTCUSDT,,,79224.01,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 16.75% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 55.91-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,22:00:31,ETHUSDT,,,2471.17,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 21.05% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 54.45-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,22:47:20,BTCUSDT,,,79227.99,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 16.75% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 55.91-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,22:47:21,ETHUSDT,,,2469.22,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 20.95% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 54.45-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,22:48:18,BTCUSDT,,,79229.45,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 16.76% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 55.91-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,22:48:18,ETHUSDT,,,2469.46,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 20.97% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 54.45-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,22:51:04,BTCUSDT,,,79193.94,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 16.70% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 55.91-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,22:51:05,ETHUSDT,,,2468.20,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 20.90% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 54.45-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,22:53:04,BTCUSDT,,,79156.00,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 16.65% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 55.91-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,22:53:04,ETHUSDT,,,2467.61,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 20.88% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 54.45-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,23:40:33,BTCUSDT,,,78868.00,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 16.23% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 55.91-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-25,23:40:33,ETHUSDT,,,2459.26,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 20.47% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 54.45-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-26,00:11:43,BTCUSDT,,,78800.01,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 15.94% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 38.04-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-26,00:11:43,ETHUSDT,,,2456.01,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 20.07% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 27.41-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-26,00:50:21,BTCUSDT,,,78256.00,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 15.15% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 38.04-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-26,00:50:21,ETHUSDT,,,2437.68,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 19.19% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 27.41-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-26,01:15:28,BTCUSDT,,,78243.01,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 15.13% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 38.04-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-26,01:15:28,ETHUSDT,,,2427.58,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 18.70% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 27.41-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-26,01:48:14,BTCUSDT,,,78592.00,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 15.64% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 38.04-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-26,01:48:14,ETHUSDT,,,2442.03,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 19.40% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 27.41-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-26,02:10:58,BTCUSDT,,,78830.73,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 15.99% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 38.04-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-26,02:10:58,ETHUSDT,,,2448.74,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 19.72% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 27.41-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-26,02:49:28,BTCUSDT,,,78822.00,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 15.98% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 38.04-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-26,02:49:28,ETHUSDT,,,2450.95,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 19.83% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 27.41-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-26,03:13:09,BTCUSDT,,,78894.40,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 16.08% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 38.04-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-26,03:13:09,ETHUSDT,,,2453.92,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 19.97% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 27.41-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-26,03:43:28,BTCUSDT,,,78574.00,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 15.62% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 38.04-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-26,03:43:28,ETHUSDT,,,2444.48,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 19.51% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 27.41-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-26,04:25:27,BTCUSDT,,,78552.83,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 15.41% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 28.78-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-26,04:25:27,ETHUSDT,,,2442.23,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 19.18% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 15.27-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-26,06:11:29,BTCUSDT,,,78783.63,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 15.74% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 28.78-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-26,06:11:30,ETHUSDT,,,2455.56,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 19.82% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 15.27-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-26,07:28:34,BTCUSDT,,,79050.10,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 16.13% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 28.78-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
